STR,choice,alt ,asc,species,frog,bird,fish,location1,satoyama,non_satoyama,cultivation1,organic,non_organic,price 
23012,1,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
23012,0,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
23012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2407,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
2407,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
2407,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2408,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
2408,0,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
2408,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2409,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
2409,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
2409,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
24010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
24010,0,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
24010,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
24011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
24011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
24011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
24012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
24012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
24012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
25013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
25013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
25013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
25014,1,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
25014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
25014,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
25015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
25015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
25015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
25016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
25016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
25016,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
25017,1,alt1,0,3,0,0,1,1,1,0,1,1,0,3000
25017,0,alt2,0,3,0,0,1,0,0,1,1,1,0,9000
25017,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
25018,0,alt1,0,2,0,1,0,0,0,1,1,1,0,9000
25018,1,alt2,0,3,0,0,1,1,1,0,0,0,1,3000
25018,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
26013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
26013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
26013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
26014,1,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
26014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
26014,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
26015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
26015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
26015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
26016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
26016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
26016,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
26017,1,alt1,0,3,0,0,1,1,1,0,1,1,0,3000
26017,0,alt2,0,3,0,0,1,0,0,1,1,1,0,9000
26017,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
26018,1,alt1,0,2,0,1,0,0,0,1,1,1,0,9000
26018,0,alt2,0,3,0,0,1,1,1,0,0,0,1,3000
26018,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2701,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500
2701,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000
2701,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2702,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000
2702,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000
2702,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2703,0,alt1,0,2,0,1,0,1,1,0,1,1,0,3000
2703,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000
2703,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2704,1,alt1,0,1,1,0,0,0,0,1,1,1,0,3000
2704,0,alt2,0,2,0,1,0,0,0,1,1,1,0,1000
2704,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2705,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000
2705,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000
2705,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2706,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000
2706,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000
2706,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2801,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500
2801,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000
2801,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2802,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000
2802,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000
2802,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2803,0,alt1,0,2,0,1,0,1,1,0,1,1,0,3000
2803,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000
2803,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2804,1,alt1,0,1,1,0,0,0,0,1,1,1,0,3000
2804,0,alt2,0,2,0,1,0,0,0,1,1,1,0,1000
2804,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2805,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000
2805,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000
2805,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2806,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000
2806,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000
2806,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2901,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500
2901,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000
2901,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2902,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000
2902,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000
2902,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2903,0,alt1,0,2,0,1,0,1,1,0,1,1,0,3000
2903,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000
2903,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2904,1,alt1,0,1,1,0,0,0,0,1,1,1,0,3000
2904,0,alt2,0,2,0,1,0,0,0,1,1,1,0,1000
2904,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2905,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000
2905,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000
2905,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
2906,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000
2906,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000
2906,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3001,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500
3001,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000
3001,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3002,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000
3002,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000
3002,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3003,0,alt1,0,2,0,1,0,1,1,0,1,1,0,3000
3003,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000
3003,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3004,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000
3004,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000
3004,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3005,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000
3005,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000
3005,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3006,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000
3006,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000
3006,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3101,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500
3101,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000
3101,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3102,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000
3102,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000
3102,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3103,0,alt1,0,2,0,1,0,1,1,0,1,1,0,3000
3103,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000
3103,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3104,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000
3104,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000
3104,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3105,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000
3105,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000
3105,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3106,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000
3106,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000
3106,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3201,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500
3201,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000
3201,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3202,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000
3202,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000
3202,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3203,1,alt1,0,2,0,1,0,1,1,0,1,1,0,3000
3203,0,alt2,0,1,1,0,0,0,0,1,1,1,0,2000
3203,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3204,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000
3204,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000
3204,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3205,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000
3205,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000
3205,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3206,0,alt1,0,3,0,0,1,0,0,1,1,1,0,2000
3206,1,alt2,0,1,1,0,0,1,1,0,0,0,1,1000
3206,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3301,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500
3301,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000
3301,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3302,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000
3302,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000
3302,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3303,0,alt1,0,2,0,1,0,1,1,0,1,1,0,3000
3303,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000
3303,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3304,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000
3304,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000
3304,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3305,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000
3305,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000
3305,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3306,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000
3306,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000
3306,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3407,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
3407,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
3407,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3408,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
3408,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
3408,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3409,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
3409,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
3409,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
34010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
34010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
34010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
34011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
34011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
34011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
34012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
34012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
34012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3507,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
3507,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
3507,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3508,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
3508,0,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
3508,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3509,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
3509,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
3509,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
35010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
35010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
35010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
35011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
35011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
35011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
35012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
35012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
35012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3607,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
3607,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
3607,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3608,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
3608,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
3608,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3609,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
3609,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
3609,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
36010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
36010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
36010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
36011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
36011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
36011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
36012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
36012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
36012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3707,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
3707,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
3707,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3708,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
3708,0,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
3708,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3709,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
3709,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
3709,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
37010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
37010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
37010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
37011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
37011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
37011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
37012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
37012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
37012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3807,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
3807,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
3807,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3808,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
3808,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
3808,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3809,0,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
3809,1,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
3809,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
38010,1,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
38010,0,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
38010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
38011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
38011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
38011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
38012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
38012,0,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
38012,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3907,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
3907,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
3907,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3908,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
3908,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
3908,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
3909,0,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
3909,1,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
3909,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
39010,1,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
39010,0,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
39010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
39011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
39011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
39011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
39012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
39012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
39012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
4007,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000
4007,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000
4007,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
4008,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000
4008,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000
4008,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
4009,0,alt1,0,1,1,0,0,0,0,1,1,1,0,2500
4009,1,alt2,0,3,0,0,1,1,1,0,0,0,1,2500
4009,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
40010,1,alt1,0,2,0,1,0,0,0,1,0,0,1,1000
40010,0,alt2,0,2,0,1,0,1,1,0,1,1,0,3000
40010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
40011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000
40011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000
40011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
40012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000
40012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000
40012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
41013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
41013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
41013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
41014,0,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
41014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
41014,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
41015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
41015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
41015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
41016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
41016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
41016,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
41017,0,alt1,0,3,0,0,1,1,1,0,1,1,0,3000
41017,0,alt2,0,3,0,0,1,0,0,1,1,1,0,9000
41017,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
41018,0,alt1,0,2,0,1,0,0,0,1,1,1,0,9000
41018,0,alt2,0,3,0,0,1,1,1,0,0,0,1,3000
41018,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
42013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
42013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
42013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
42014,1,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
42014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
42014,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
42015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
42015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
42015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
42016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
42016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
42016,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
42017,1,alt1,0,3,0,0,1,1,1,0,1,1,0,3000
42017,0,alt2,0,3,0,0,1,0,0,1,1,1,0,9000
42017,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
42018,1,alt1,0,2,0,1,0,0,0,1,1,1,0,9000
42018,0,alt2,0,3,0,0,1,1,1,0,0,0,1,3000
42018,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
43013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
43013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
43013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
43014,0,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
43014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
43014,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
43015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
43015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
43015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
43016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
43016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
43016,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
43017,1,alt1,0,3,0,0,1,1,1,0,1,1,0,3000
43017,0,alt2,0,3,0,0,1,0,0,1,1,1,0,9000
43017,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
43018,0,alt1,0,2,0,1,0,0,0,1,1,1,0,9000
43018,0,alt2,0,3,0,0,1,1,1,0,0,0,1,3000
43018,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
44013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
44013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
44013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
44014,0,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
44014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
44014,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
44015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
44015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
44015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
44016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
44016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
44016,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
44017,1,alt1,0,3,0,0,1,1,1,0,1,1,0,3000
44017,0,alt2,0,3,0,0,1,0,0,1,1,1,0,9000
44017,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
44018,0,alt1,0,2,0,1,0,0,0,1,1,1,0,9000
44018,1,alt2,0,3,0,0,1,1,1,0,0,0,1,3000
44018,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
45013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
45013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
45013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
45014,1,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
45014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
45014,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
45015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
45015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
45015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
45016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
45016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
45016,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
45017,1,alt1,0,3,0,0,1,1,1,0,1,1,0,3000
45017,0,alt2,0,3,0,0,1,0,0,1,1,1,0,9000
45017,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
45018,0,alt1,0,2,0,1,0,0,0,1,1,1,0,9000
45018,1,alt2,0,3,0,0,1,1,1,0,0,0,1,3000
45018,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
46013,0,alt1,0,2,0,1,0,0,0,1,0,0,1,5000
46013,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2500
46013,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
46014,0,alt1,0,3,0,0,1,0,0,1,1,1,0,5000
46014,0,alt2,0,1,1,0,0,1,1,0,1,1,0,9000
46014,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
46015,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2000
46015,0,alt2,0,2,0,1,0,0,0,1,1,1,0,9000
46015,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000
46016,0,alt1,0,3,0,0,1,1,1,0,0,0,1,2500
46016,1,alt2,0,2,0,1,0,1,1,0,1,1,0,2500
