STR,choice,alt ,asc,species,frog,bird,fish,location1,satoyama,non_satoyama,cultivation1,organic,non_organic,price ,rice_buyer,rice_buyer1,rice_buyer2,rice_buyer3,rice_size,rice_frequency,gender,male,age,pref,tokyo,kana,ibar,sait,chiba,toch,naga,hokk,fuku,shiz,fukuoka,niigata,academic,junior,secondary,technical,college,undergraduate,master,phd,other,occupation,office,farmer,self_employed,civil,ngo_npo,student,researcher,house,retired,unemployed,other,children1,less_primary,primary,junior,high,greater_high,none,children_quant1,children2,children_quantity2,children3,children_quantity3
3103,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3103,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3104,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3104,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3104,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3105,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3105,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3105,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3106,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3106,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3106,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,,,,,
3201,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,,,,
3201,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3201,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3202,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3202,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3202,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3203,1,alt1,0,2,0,1,0,1,1,0,1,1,0,3000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3203,0,alt2,0,1,1,0,0,0,0,1,1,1,0,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3203,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3204,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3204,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3204,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3205,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3205,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3205,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3206,0,alt1,0,3,0,0,1,0,0,1,1,1,0,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3206,1,alt2,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3206,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,4,2,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3301,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2500,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,,,,,
3301,0,alt2,0,3,0,0,1,0,0,1,1,1,0,5000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3301,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3302,1,alt1,0,3,0,0,1,1,1,0,1,1,0,1000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3302,0,alt2,0,2,0,1,0,0,0,1,0,0,1,5000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3302,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3303,0,alt1,0,2,0,1,0,1,1,0,1,1,0,3000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3303,1,alt2,0,1,1,0,0,0,0,1,1,1,0,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3303,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3304,0,alt1,0,1,1,0,0,0,0,1,1,1,0,3000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3304,1,alt2,0,2,0,1,0,0,0,1,1,1,0,1000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3304,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3305,1,alt1,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3305,0,alt2,0,1,1,0,0,0,0,1,0,0,1,3000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3305,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3306,1,alt1,0,3,0,0,1,0,0,1,1,1,0,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3306,0,alt2,0,1,1,0,0,1,1,0,0,0,1,1000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3306,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,4,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,,,,
3407,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,,
3407,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3407,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3408,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3408,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3408,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3409,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3409,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3409,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
34012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,3,0,0,1,NA,NA,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,,
3507,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,,,,,
3507,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3507,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3508,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3508,0,alt2,0,3,0,0,1,1,1,0,1,1,0,1000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3508,1,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3509,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3509,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3509,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35011,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35012,0,alt1,0,1,1,0,0,1,1,0,1,1,0,9000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35012,1,alt2,0,2,0,1,0,1,1,0,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
35012,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,2,0,1,0,4,3,1,1,6,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,,,,,
3607,1,alt1,0,2,0,1,0,1,1,0,1,1,0,2000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3607,0,alt2,0,1,1,0,0,1,1,0,1,1,0,5000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3607,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3608,0,alt1,0,3,0,0,1,0,0,1,0,0,1,9000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3608,1,alt2,0,3,0,0,1,1,1,0,1,1,0,1000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3608,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3609,1,alt1,0,1,1,0,0,0,0,1,1,1,0,2500,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3609,0,alt2,0,3,0,0,1,1,1,0,0,0,1,2500,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
3609,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
36010,0,alt1,0,2,0,1,0,0,0,1,0,0,1,1000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
36010,1,alt2,0,2,0,1,0,1,1,0,1,1,0,3000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
36010,0,alt3,1,0,0,0,0,0,0,1,0,0,1,2000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
36011,0,alt1,0,1,1,0,0,1,1,0,1,1,0,5000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
36011,1,alt2,0,3,0,0,1,0,0,1,0,0,1,2000,1,1,0,0,1,1,2,0,7 (76),2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,,,,,
